item_id,order_id,product_id,quantity,unit_price,discount_percent,total_amount
10260,3420,349,1,3955.81,15,3362.44
10261,3421,264,3,4595.31,15,11718.04
10262,3422,57,2,6884.55,0,13769.1
10263,3422,46,3,1707.06,10,4609.06
10264,3422,397,1,877.83,10,790.05
10265,3423,262,2,1922.16,10,3459.89
10266,3423,409,3,3240.29,20,7776.7
10267,3424,107,3,564.18,15,1438.66
10268,3425,225,3,2588.02,5,7375.86
10269,3426,364,3,5852.36,10,15801.37
10270,3426,211,2,397.55,0,795.1
10271,3426,156,3,6069.85,5,17299.07
10272,3426,86,1,2015.41,15,1713.1
10273,3426,215,1,5841.08,20,4672.86
10274,3427,324,1,4741.35,0,4741.35
10275,3427,323,1,3174.59,0,3174.59
10276,3428,23,1,888.96,15,755.62
10277,3428,290,2,1712.97,5,3254.64
10278,3428,457,1,2498.8,0,2498.8
10279,3428,422,2,1811.63,20,2898.61
10280,3428,121,2,5227.39,0,10454.78
10281,3429,268,3,3922.32,20,9413.57
10282,3429,445,3,1677.39,5,4780.56
10283,3429,455,3,6577.44,15,16772.47
10284,3429,73,2,3534.23,5,6715.04
10285,3430,52,1,6508.62,0,6508.62
10286,3430,457,3,2498.8,10,6746.76
10287,3430,171,2,6936.56,10,12485.81
10288,3430,320,2,2871.25,10,5168.25
10289,3430,189,1,3062.99,15,2603.54
10290,3431,447,2,5286.23,0,10572.46
10291,3431,107,3,564.18,15,1438.66
10292,3431,127,2,5625.09,10,10125.16
10293,3432,45,1,3604.02,20,2883.22
10294,3432,401,1,7161.81,20,5729.45
10295,3432,285,3,758.92,0,2276.76
10296,3432,430,2,4638.5,10,8349.3
10297,3433,178,3,4402.34,10,11886.32
10298,3433,214,2,2474.95,15,4207.41
10299,3434,436,3,3123.62,10,8433.77
10300,3434,174,3,3472.58,10,9375.97
10301,3435,3,3,3319.4,0,9958.2
10302,3435,453,1,1852.36,5,1759.74
10303,3435,2,1,3215.77,5,3054.98
10304,3436,17,1,5309.95,0,5309.95
10305,3436,443,3,1703.17,0,5109.51
10306,3436,75,2,3588.68,5,6818.49
10307,3436,485,2,5804.27,10,10447.69
10308,3437,19,1,528.93,20,423.14
10309,3437,441,2,4798.11,20,7676.98
10310,3437,335,2,5478.06,5,10408.31
10311,3438,344,3,7305.89,5,20821.79
10312,3438,146,2,6070.29,10,10926.52
10313,3439,15,3,3042.85,10,8215.69
10314,3440,71,2,2617.25,5,4972.77
10315,3441,171,2,6936.56,20,11098.5
10316,3441,11,2,1953.31,5,3711.29
10317,3441,19,1,528.93,10,476.04
10318,3442,56,2,3531.54,5,6709.93
10319,3442,427,3,3738.11,20,8971.46
10320,3442,165,2,5590.51,20,8944.82
10321,3442,49,1,3687.74,0,3687.74
10322,3442,9,2,3641.12,10,6554.02
10323,3443,212,2,744.74,10,1340.53
10324,3443,119,3,1142.79,10,3085.53
10325,3443,69,3,5010.91,20,12026.18
10326,3444,18,3,1910.15,5,5443.93
10327,3444,172,3,2309.64,15,5889.58
10328,3444,66,3,5157.85,0,15473.55
10329,3445,460,2,5482.86,10,9869.15
10330,3445,286,1,3284.11,5,3119.9
10331,3445,351,1,3741.37,15,3180.16
10332,3446,89,2,2701.19,15,4592.02
10333,3447,119,1,1142.79,5,1085.65
10334,3447,34,1,5794.17,0,5794.17
10335,3447,347,3,4144.0,0,12432.0
10336,3447,308,2,1524.38,15,2591.45
10337,3447,263,2,6118.35,0,12236.7
10338,3448,215,3,5841.08,0,17523.24
10339,3448,342,3,1868.95,15,4765.82
10340,3448,126,1,1428.47,5,1357.05
10341,3449,260,1,5601.62,10,5041.46
10342,3449,489,3,3004.04,20,7209.7
10343,3449,171,2,6936.56,5,13179.46
10344,3449,129,3,1694.79,20,4067.5
10345,3449,379,2,5208.33,15,8854.16
10346,3450,8,3,6290.8,0,18872.4
10347,3450,89,2,2701.19,0,5402.38
10348,3451,166,3,1668.15,5,4754.23
10349,3451,332,2,3688.87,20,5902.19
10350,3451,9,2,3641.12,20,5825.79
10351,3452,396,2,4049.36,0,8098.72
10352,3452,452,2,2442.26,20,3907.62
10353,3452,313,2,988.44,15,1680.35
10354,3453,207,1,5158.74,20,4126.99
10355,3453,203,2,5565.81,5,10575.04
10356,3453,111,1,1792.47,10,1613.22
10357,3454,342,1,1868.95,5,1775.5
10358,3454,344,3,7305.89,15,18630.02
10359,3454,261,1,1783.09,0,1783.09
10360,3454,117,3,4321.82,5,12317.19
10361,3454,418,2,4008.48,5,7616.11
10362,3455,430,2,4638.5,15,7885.45
10363,3455,118,2,3713.81,10,6684.86
10364,3455,8,3,6290.8,10,16985.16
10365,3455,176,1,5112.93,0,5112.93
10366,3456,26,1,1221.93,15,1038.64
10367,3456,6,1,5508.58,10,4957.72
10368,3456,210,3,5315.86,20,12758.06
10369,3456,89,2,2701.19,10,4862.14
10370,3456,185,1,4683.59,20,3746.87
10371,3457,234,3,5602.12,0,16806.36
10372,3457,487,3,5533.74,15,14111.04
10373,3457,81,3,2708.98,5,7720.59
10374,3458,287,1,6451.34,10,5806.21
10375,3458,336,1,6427.64,15,5463.49
10376,3458,470,1,2352.57,20,1882.06
10377,3459,346,2,1418.62,10,2553.52
10378,3459,49,3,3687.74,20,8850.58
10379,3459,322,2,331.38,15,563.35
10380,3459,113,1,1419.12,0,1419.12
10381,3460,123,2,3833.49,20,6133.58
10382,3460,439,3,3061.72,5,8725.9
10383,3460,388,3,2218.8,0,6656.4
10384,3460,398,3,6620.86,15,16883.19
10385,3461,245,2,5580.02,15,9486.03
10386,3461,28,3,865.6,5,2466.96
10387,3461,241,1,662.2,10,595.98
10388,3461,43,3,6636.71,15,16923.61
10389,3461,250,3,2966.01,20,7118.42
10390,3462,251,1,6976.91,15,5930.37
10391,3462,315,2,2226.68,15,3785.36
10392,3463,423,3,1123.35,5,3201.55
10393,3463,120,2,2446.72,0,4893.44
10394,3463,470,2,2352.57,0,4705.14
10395,3464,107,1,564.18,15,479.55
10396,3465,106,3,5064.37,10,13673.8
10397,3465,334,1,2817.4,10,2535.66
10398,3465,103,2,2323.84,20,3718.14
10399,3465,406,2,4030.65,0,8061.3
10400,3466,10,3,5468.56,0,16405.68
10401,3466,278,2,2338.26,15,3975.04
10402,3467,329,3,4514.9,0,13544.7
10403,3467,248,2,4272.42,5,8117.6
10404,3467,111,2,1792.47,5,3405.69
10405,3468,136,3,4095.33,0,12285.99
10406,3468,437,2,986.46,0,1972.92
10407,3468,88,1,5842.95,0,5842.95
10408,3468,345,3,4146.5,0,12439.5
10409,3468,440,1,917.04,20,733.63
10410,3469,158,3,4044.58,15,10313.68
10411,3469,268,1,3922.32,20,3137.86
10412,3470,421,3,5479.21,5,15615.75
10413,3470,101,1,1220.42,20,976.34
10414,3470,22,1,3180.05,10,2862.05
10415,3470,287,3,6451.34,20,15483.22
10416,3470,220,2,5010.49,0,10020.98
10417,3471,304,3,1897.71,15,4839.16
10418,3471,363,1,1697.25,20,1357.8
10419,3472,419,2,4367.57,5,8298.38
10420,3472,53,2,5661.57,5,10756.98
10421,3473,415,3,1041.39,15,2655.54
10422,3474,193,1,2454.09,10,2208.68
10423,3475,338,1,807.14,15,686.07
10424,3476,177,1,2750.97,10,2475.87
10425,3477,322,1,331.38,20,265.1
10426,3477,59,1,2105.47,0,2105.47
10427,3478,274,2,2891.92,5,5494.65
10428,3478,320,1,2871.25,10,2584.12
10429,3478,82,2,2444.46,20,3911.14
10430,3478,325,3,2195.94,5,6258.43
10431,3479,366,1,3668.02,15,3117.82
10432,3479,299,3,7475.8,20,17941.92
10433,3480,408,1,5885.53,5,5591.25
10434,3480,241,2,662.2,15,1125.74
10435,3480,74,2,5143.6,15,8744.12
10436,3480,410,1,3368.91,5,3200.46
10437,3481,227,3,4092.37,0,12277.11
10438,3481,355,2,1612.73,5,3064.19
10439,3481,262,3,1922.16,5,5478.16
10440,3481,114,2,1871.93,0,3743.86
10441,3482,361,2,1407.31,0,2814.62
10442,3483,359,1,261.86,0,261.86
10443,3483,317,2,2024.72,10,3644.5
10444,3483,479,1,6455.27,5,6132.51
10445,3484,336,1,6427.64,20,5142.11
10446,3484,321,1,5283.24,5,5019.08
10447,3484,83,3,1670.74,20,4009.78
10448,3485,344,2,7305.89,20,11689.42
10449,3485,118,1,3713.81,15,3156.74
10450,3485,135,3,3090.72,15,7881.34
10451,3485,337,1,3201.23,0,3201.23
10452,3485,92,3,4335.86,0,13007.58
10453,3486,269,2,1625.72,10,2926.3
10454,3486,393,3,2875.73,0,8627.19
10455,3487,394,2,3625.45,10,6525.81
10456,3487,426,3,3266.74,10,8820.2
10457,3487,144,2,7284.31,10,13111.76
10458,3487,246,3,4424.62,20,10619.09
10459,3487,200,1,4431.06,15,3766.4
10460,3488,191,2,1937.48,10,3487.46
10461,3488,289,1,444.25,0,444.25
10462,3489,470,3,2352.57,0,7057.71
10463,3489,164,3,4858.57,20,11660.57
10464,3489,118,1,3713.81,20,2971.05
10465,3490,283,3,893.81,15,2279.22
10466,3491,41,1,2030.39,15,1725.83
10467,3491,423,3,1123.35,15,2864.54
10468,3492,473,3,4437.5,0,13312.5
10469,3492,12,1,6702.6,10,6032.34
10470,3493,238,1,3679.31,20,2943.45
10471,3493,47,3,6579.35,0,19738.05
10472,3493,378,2,615.45,20,984.72
10473,3493,428,3,3496.44,10,9440.39
10474,3493,329,1,4514.9,15,3837.66
10475,3494,19,2,528.93,5,1004.97
10476,3494,385,3,4803.52,20,11528.45
10477,3494,425,2,6436.0,5,12228.4
10478,3495,310,3,4898.75,5,13961.44
10479,3495,2,3,3215.77,20,7717.85
10480,3495,100,3,3988.92,20,9573.41
10481,3496,32,2,4930.87,15,8382.48
10482,3497,68,2,2616.78,0,5233.56
10483,3497,252,1,6509.89,20,5207.91
10484,3497,233,1,1381.66,15,1174.41
10485,3498,269,2,1625.72,10,2926.3
10486,3499,274,1,2891.92,0,2891.92
10487,3499,128,3,7249.11,0,21747.33
10488,3500,225,1,2588.02,10,2329.22
10489,3500,307,2,4025.94,0,8051.88
10490,3500,217,1,4192.63,5,3983.0
10491,3501,225,2,2588.02,5,4917.24
10492,3501,291,1,2165.5,0,2165.5
10493,3501,131,3,3407.77,10,9200.98
10494,3501,60,3,3086.38,10,8333.23
10495,3502,258,3,4664.69,5,13294.37
10496,3502,269,1,1625.72,15,1381.86
10497,3503,100,3,3988.92,15,10171.75
10498,3504,217,2,4192.63,15,7127.47
10499,3504,446,2,1931.67,20,3090.67
10500,3504,259,3,3797.38,10,10252.93
10501,3504,322,3,331.38,10,894.73
10502,3504,410,1,3368.91,5,3200.46
10503,3505,197,1,5076.47,5,4822.65
10504,3505,249,1,3504.2,15,2978.57
10505,3505,270,2,1258.93,5,2391.97
10506,3505,351,3,3741.37,0,11224.11
10507,3505,318,3,2099.77,0,6299.31
10508,3506,341,3,728.98,15,1858.9
10509,3506,96,3,4716.81,15,12027.87
10510,3507,397,3,877.83,5,2501.82
10511,3508,253,2,3268.57,15,5556.57
10512,3508,267,3,4779.51,10,12904.68
10513,3508,303,2,6612.93,10,11903.27
10514,3508,65,1,5652.16,15,4804.34
10515,3508,90,3,554.23,20,1330.15
10516,3509,118,3,3713.81,5,10584.36
10517,3510,162,2,4674.67,15,7946.94
10518,3510,377,1,6254.71,15,5316.5
10519,3510,142,1,7107.07,20,5685.66
10520,3511,35,3,2443.09,0,7329.27
10521,3511,272,1,2124.34,15,1805.69
10522,3511,363,2,1697.25,10,3055.05
10523,3511,462,1,4181.01,0,4181.01
10524,3511,433,2,6812.09,5,12942.97
10525,3512,246,1,4424.62,15,3760.93
10526,3512,4,1,1713.58,10,1542.22
10527,3512,389,3,5170.42,15,13184.57
10528,3513,55,1,2557.47,15,2173.85
10529,3513,361,3,1407.31,0,4221.93
10530,3513,382,3,2439.29,20,5854.3
10531,3513,19,1,528.93,5,502.48
10532,3514,27,1,4575.76,5,4346.97
10533,3514,410,3,3368.91,0,10106.73
10534,3514,413,3,4322.39,5,12318.81
10535,3514,166,2,1668.15,5,3169.49
10536,3514,33,1,6326.06,0,6326.06
10537,3515,129,2,1694.79,20,2711.66
10538,3516,479,2,6455.27,10,11619.49
10539,3516,449,1,4871.57,5,4627.99
10540,3516,122,1,5740.41,10,5166.37
10541,3516,191,3,1937.48,5,5521.82
10542,3516,300,3,4564.35,5,13008.4
10543,3517,248,2,4272.42,20,6835.87
10544,3517,158,3,4044.58,5,11527.05
10545,3517,339,2,6100.66,15,10371.12
10546,3517,415,1,1041.39,10,937.25
10547,3518,195,3,1421.15,5,4050.28
10548,3519,201,1,585.34,5,556.07
10549,3519,153,1,2235.46,15,1900.14
10550,3519,70,2,2001.39,0,4002.78
10551,3519,421,1,5479.21,5,5205.25
10552,3519,240,2,2624.36,15,4461.41
10553,3520,394,3,3625.45,20,8701.08
10554,3520,449,3,4871.57,5,13883.97
10555,3520,14,1,4530.33,0,4530.33
10556,3520,164,2,4858.57,5,9231.28
10557,3520,455,1,6577.44,20,5261.95
10558,3521,155,3,1664.23,10,4493.42
10559,3521,339,1,6100.66,10,5490.59
10560,3521,178,3,4402.34,10,11886.32
10561,3521,319,1,1987.96,10,1789.16
10562,3521,445,1,1677.39,15,1425.78
10563,3522,90,1,554.23,5,526.52
10564,3522,393,2,2875.73,10,5176.31
10565,3522,440,1,917.04,20,733.63
10566,3522,256,2,5002.84,10,9005.11
10567,3523,372,2,2494.74,15,4241.06
10568,3523,43,1,6636.71,10,5973.04
10569,3523,25,2,5482.5,20,8772.0
10570,3524,299,2,7475.8,10,13456.44
10571,3525,279,2,4485.22,5,8521.92
10572,3525,13,1,1368.09,15,1162.88
10573,3525,275,1,5860.41,20,4688.33
10574,3525,38,3,311.52,10,841.1
10575,3526,480,2,5004.56,15,8507.75
10576,3526,166,1,1668.15,5,1584.74
10577,3527,440,1,917.04,0,917.04
10578,3527,146,3,6070.29,5,17300.33
10579,3527,175,2,2705.87,15,4599.98
10580,3527,297,2,1652.12,10,2973.82
10581,3528,412,1,3211.68,15,2729.93
10582,3528,261,3,1783.09,20,4279.42
10583,3528,219,3,5917.6,0,17752.8
10584,3528,6,3,5508.58,5,15699.45
10585,3529,5,1,1328.64,15,1129.34
10586,3529,265,1,2369.28,5,2250.82
10587,3529,280,1,4159.17,20,3327.34
10588,3529,378,1,615.45,20,492.36
10589,3529,66,1,5157.85,0,5157.85
10590,3530,114,3,1871.93,15,4773.42
10591,3531,87,2,2389.96,20,3823.94
10592,3531,2,3,3215.77,0,9647.31
10593,3532,236,3,4408.04,0,13224.12
10594,3532,9,1,3641.12,5,3459.06
10595,3533,474,2,3499.67,10,6299.41
10596,3533,315,1,2226.68,0,2226.68
10597,3533,472,3,5509.09,20,13221.82
10598,3533,1,3,5510.01,20,13224.02
10599,3534,451,3,1588.53,15,4050.75
10600,3535,76,1,4837.08,15,4111.52
10601,3535,402,3,5870.69,0,17612.07
10602,3535,274,3,2891.92,0,8675.76
10603,3536,53,2,5661.57,20,9058.51
10604,3536,264,1,4595.31,10,4135.78
10605,3536,390,2,5505.55,10,9909.99
10606,3537,39,2,4072.9,20,6516.64
10607,3538,424,2,4772.1,0,9544.2
10608,3538,267,3,4779.51,20,11470.82
10609,3538,318,1,2099.77,5,1994.78
10610,3538,384,3,4751.88,5,13542.86
10611,3539,290,3,1712.97,15,4368.07
10612,3539,249,3,3504.2,20,8410.08
10613,3539,54,2,1182.45,15,2010.16
10614,3539,471,1,6761.03,0,6761.03
10615,3540,357,1,1383.75,0,1383.75
10616,3540,269,1,1625.72,20,1300.58
10617,3540,206,2,1253.41,15,2130.8
10618,3540,418,1,4008.48,5,3808.06
10619,3540,17,1,5309.95,15,4513.46
10620,3541,449,3,4871.57,15,12422.5
10621,3541,353,2,4033.86,0,8067.72
10622,3541,393,3,2875.73,20,6901.75
10623,3542,358,2,2126.98,0,4253.96
10624,3542,270,2,1258.93,10,2266.07
10625,3542,198,3,1282.09,15,3269.33
10626,3542,445,2,1677.39,15,2851.56
10627,3543,440,1,917.04,10,825.34
10628,3543,487,2,5533.74,10,9960.73
10629,3543,347,3,4144.0,10,11188.8
10630,3543,218,3,1540.72,10,4159.94
10631,3544,118,2,3713.81,20,5942.1
10632,3544,250,3,2966.01,15,7563.33
10633,3544,208,2,6502.5,0,13005.0
10634,3544,45,2,3604.02,0,7208.04
10635,3545,374,1,1802.67,15,1532.27
10636,3545,49,1,3687.74,15,3134.58
10637,3545,134,3,2633.54,15,6715.53
10638,3545,106,3,5064.37,20,12154.49
10639,3546,182,3,5674.91,20,13619.78
10640,3546,183,3,2068.72,10,5585.54
10641,3546,12,2,6702.6,0,13405.2
10642,3546,44,2,1340.72,10,2413.3
10643,3547,194,3,4961.58,0,14884.74
10644,3547,161,1,1211.4,10,1090.26
10645,3547,357,1,1383.75,10,1245.38
10646,3548,441,1,4798.11,0,4798.11
10647,3549,373,3,3574.56,20,8578.94
10648,3549,490,2,2868.92,15,4877.16
10649,3550,329,2,4514.9,10,8126.82
10650,3550,442,1,1838.96,0,1838.96
10651,3551,168,2,846.8,5,1608.92
10652,3552,68,1,2616.78,10,2355.1
10653,3552,371,1,3334.15,0,3334.15
10654,3552,276,3,840.0,0,2520.0
10655,3552,4,3,1713.58,0,5140.74
10656,3553,354,1,2327.36,20,1861.89
10657,3553,19,1,528.93,15,449.59
10658,3553,123,3,3833.49,10,10350.42
10659,3553,95,2,3026.12,15,5144.4
10660,3554,342,3,1868.95,5,5326.51
10661,3554,353,1,4033.86,10,3630.47
10662,3555,428,1,3496.44,10,3146.8
10663,3555,100,3,3988.92,15,10171.75
10664,3556,104,2,7588.14,15,12899.84
10665,3556,466,2,3949.34,0,7898.68
10666,3557,274,2,2891.92,20,4627.07
10667,3558,29,3,531.09,10,1433.94
10668,3558,162,1,4674.67,10,4207.2
10669,3559,26,1,1221.93,0,1221.93
10670,3559,407,3,1304.86,5,3718.85
10671,3559,65,1,5652.16,0,5652.16
10672,3560,177,3,2750.97,5,7840.26
10673,3560,378,1,615.45,10,553.91
10674,3560,344,1,7305.89,5,6940.6
10675,3561,42,3,6256.84,5,17831.99
10676,3561,218,3,1540.72,20,3697.73
10677,3562,392,2,456.0,20,729.6
10678,3562,314,3,6266.06,15,15978.45
10679,3563,272,1,2124.34,10,1911.91
10680,3563,165,2,5590.51,10,10062.92
10681,3563,115,2,5205.15,5,9889.78
10682,3563,479,3,6455.27,10,17429.23
10683,3564,78,2,1427.17,20,2283.47
10684,3564,216,2,5868.33,20,9389.33
10685,3564,84,3,1771.92,20,4252.61
10686,3564,215,2,5841.08,20,9345.73
10687,3565,453,3,1852.36,10,5001.37
10688,3565,9,2,3641.12,0,7282.24
10689,3565,428,3,3496.44,0,10489.32
10690,3565,176,1,5112.93,0,5112.93
10691,3565,445,2,1677.39,15,2851.56
10692,3566,294,1,6342.22,5,6025.11
10693,3566,392,3,456.0,15,1162.8
10694,3566,243,2,4399.4,0,8798.8
10695,3567,393,3,2875.73,10,7764.47
10696,3567,80,3,1507.21,5,4295.55
10697,3567,188,3,6703.89,20,16089.34
10698,3567,138,3,3506.35,15,8941.19
10699,3567,261,3,1783.09,0,5349.27
10700,3568,478,1,5546.8,10,4992.12
10701,3568,214,3,2474.95,5,7053.61
10702,3568,127,3,5625.09,10,15187.74
10703,3568,123,3,3833.49,0,11500.47
10704,3568,419,2,4367.57,5,8298.38
10705,3569,271,2,1157.82,0,2315.64
10706,3569,79,1,3656.05,10,3290.45
10707,3569,300,1,4564.35,0,4564.35
10708,3569,304,1,1897.71,0,1897.71
10709,3569,302,3,2346.49,10,6335.52
10710,3570,238,3,3679.31,0,11037.93
10711,3571,138,3,3506.35,20,8415.24
10712,3571,19,3,528.93,15,1348.77
10713,3571,375,2,4064.32,5,7722.21
10714,3571,332,3,3688.87,15,9406.62
10715,3571,297,2,1652.12,15,2808.6
10716,3572,169,1,577.79,20,462.23
10717,3572,374,3,1802.67,15,4596.81
10718,3572,12,1,6702.6,20,5362.08
10719,3572,411,1,361.79,20,289.43
10720,3573,263,1,6118.35,0,6118.35
10721,3573,119,1,1142.79,15,971.37
10722,3573,448,1,3270.23,0,3270.23
10723,3574,294,2,6342.22,15,10781.77
10724,3575,7,2,3683.21,5,6998.1
10725,3576,370,3,1449.79,15,3696.96
10726,3577,376,1,2232.61,15,1897.72
10727,3577,338,3,807.14,15,2058.21
10728,3577,393,1,2875.73,15,2444.37
10729,3578,317,1,2024.72,5,1923.48
10730,3579,33,1,6326.06,0,6326.06
10731,3579,271,3,1157.82,0,3473.46
10732,3579,373,2,3574.56,15,6076.75
10733,3579,333,3,3784.02,0,11352.06
10734,3580,26,2,1221.93,5,2321.67
10735,3580,448,2,3270.23,0,6540.46
10736,3580,314,3,6266.06,0,18798.18
10737,3580,427,1,3738.11,5,3551.2
10738,3580,70,2,2001.39,0,4002.78
10739,3581,365,2,4165.14,20,6664.22
10740,3581,262,3,1922.16,15,4901.51
10741,3581,260,1,5601.62,0,5601.62
10742,3581,148,3,3537.78,0,10613.34
10743,3582,68,2,2616.78,15,4448.53
10744,3582,147,2,3179.57,5,6041.18
10745,3583,183,2,2068.72,20,3309.95
10746,3583,173,1,3034.57,5,2882.84
10747,3584,489,1,3004.04,10,2703.64
10748,3584,170,1,693.72,15,589.66
10749,3584,14,1,4530.33,20,3624.26
10750,3584,273,2,1425.92,20,2281.47
10751,3585,136,2,4095.33,5,7781.13
10752,3586,394,3,3625.45,0,10876.35
10753,3586,114,2,1871.93,10,3369.47
10754,3587,368,3,5843.88,0,17531.64
10755,3587,456,1,5930.39,15,5040.83
10756,3587,192,3,3551.6,20,8523.84
10757,3587,246,3,4424.62,0,13273.86
10758,3588,202,1,6723.19,0,6723.19
10759,3588,442,2,1838.96,20,2942.34
10760,3588,301,3,5248.94,0,15746.82
10761,3589,476,2,6990.17,20,11184.27
10762,3589,242,1,6330.61,15,5381.02
10763,3589,126,2,1428.47,0,2856.94
10764,3589,310,1,4898.75,15,4163.94
10765,3590,292,3,4891.34,20,11739.22
10766,3590,37,3,4632.2,5,13201.77
10767,3591,375,2,4064.32,10,7315.78
10768,3591,279,3,4485.22,10,12110.09
10769,3591,108,1,4398.15,5,4178.24
10770,3592,178,2,4402.34,0,8804.68
10771,3592,79,1,3656.05,0,3656.05
10772,3593,350,2,2935.2,15,4989.84
10773,3593,33,1,6326.06,20,5060.85
10774,3593,164,1,4858.57,5,4615.64
10775,3593,371,3,3334.15,20,8001.96
10776,3593,53,2,5661.57,0,11323.14
10777,3594,307,1,4025.94,0,4025.94
10778,3594,28,3,865.6,10,2337.12
10779,3594,132,2,3325.79,5,6319.0
10780,3594,118,1,3713.81,10,3342.43
10781,3594,265,2,2369.28,5,4501.63
10782,3595,446,1,1931.67,5,1835.09
10783,3595,46,3,1707.06,15,4353.0
10784,3595,428,2,3496.44,15,5943.95
10785,3595,47,2,6579.35,0,13158.7
10786,3596,20,2,3611.54,15,6139.62
10787,3597,479,3,6455.27,10,17429.23
10788,3597,393,3,2875.73,10,7764.47
10789,3597,449,2,4871.57,15,8281.67
10790,3597,246,2,4424.62,5,8406.78
10791,3598,18,2,1910.15,0,3820.3
10792,3599,375,1,4064.32,20,3251.46
10793,3599,145,1,4883.75,0,4883.75
10794,3599,285,1,758.92,15,645.08
10795,3600,472,3,5509.09,20,13221.82
10796,3600,130,3,6978.17,0,20934.51
10797,3600,51,1,3670.45,20,2936.36
10798,3600,176,1,5112.93,10,4601.64
10799,3600,334,3,2817.4,0,8452.2
10800,3601,115,2,5205.15,15,8848.75
10801,3601,458,1,5337.73,10,4803.96
10802,3601,410,2,3368.91,0,6737.82
10803,3601,304,3,1897.71,0,5693.13
10804,3602,295,2,4578.36,15,7783.21
10805,3602,277,1,3013.93,5,2863.23
10806,3602,355,1,1612.73,5,1532.09
10807,3602,91,2,4580.58,15,7786.99
10808,3602,238,2,3679.31,0,7358.62
10809,3603,59,2,2105.47,0,4210.94
10810,3604,387,3,2659.99,5,7580.97
10811,3604,296,1,2405.04,20,1924.03
10812,3604,450,1,422.81,10,380.53
10813,3605,158,3,4044.58,15,10313.68
10814,3605,239,3,4250.43,10,11476.16
10815,3605,415,3,1041.39,20,2499.34
10816,3606,25,1,5482.5,10,4934.25
10817,3606,301,2,5248.94,15,8923.2
10818,3606,404,2,563.4,0,1126.8
10819,3606,115,3,5205.15,0,15615.45
10820,3607,419,2,4367.57,0,8735.14
10821,3607,93,2,3635.74,5,6907.91
10822,3607,251,2,6976.91,20,11163.06
10823,3608,449,1,4871.57,10,4384.41
10824,3608,479,3,6455.27,5,18397.52
10825,3608,404,1,563.4,10,507.06
10826,3608,400,3,4374.47,5,12467.24
10827,3609,321,1,5283.24,10,4754.92
10828,3610,228,3,5511.46,10,14880.94
10829,3611,166,1,1668.15,0,1668.15
10830,3611,156,1,6069.85,15,5159.37
10831,3612,132,1,3325.79,5,3159.5
10832,3612,256,3,5002.84,0,15008.52
10833,3613,258,1,4664.69,10,4198.22
10834,3613,433,3,6812.09,0,20436.27
10835,3613,421,2,5479.21,10,9862.58
10836,3613,68,1,2616.78,20,2093.42
10837,3613,56,2,3531.54,0,7063.08
10838,3614,308,1,1524.38,20,1219.5
10839,3614,372,2,2494.74,0,4989.48
10840,3614,148,3,3537.78,15,9021.34
10841,3614,368,2,5843.88,20,9350.21
10842,3615,144,2,7284.31,10,13111.76
10843,3615,223,1,1571.62,10,1414.46
10844,3615,365,2,4165.14,0,8330.28
10845,3615,309,1,5279.6,5,5015.62
10846,3615,282,3,4605.44,0,13816.32
10847,3616,164,3,4858.57,0,14575.71
10848,3616,39,2,4072.9,20,6516.64
10849,3616,446,3,1931.67,5,5505.26
10850,3617,123,3,3833.49,20,9200.38
10851,3617,154,3,4311.07,0,12933.21
10852,3617,17,2,5309.95,20,8495.92
10853,3618,368,1,5843.88,20,4675.1
10854,3618,155,2,1664.23,15,2829.19
10855,3618,386,3,701.68,15,1789.28
10856,3619,164,1,4858.57,0,4858.57
10857,3619,78,3,1427.17,15,3639.28
10858,3619,387,3,2659.99,0,7979.97
10859,3619,441,2,4798.11,5,9116.41
10860,3619,285,1,758.92,15,645.08
10861,3620,50,2,7411.7,5,14082.23
10862,3620,253,2,3268.57,15,5556.57
10863,3620,461,1,5452.72,10,4907.45
10864,3620,208,3,6502.5,10,17556.75
10865,3621,223,3,1571.62,15,4007.63
10866,3621,18,2,1910.15,20,3056.24
10867,3621,73,3,3534.23,20,8482.15
10868,3621,56,2,3531.54,0,7063.08
10869,3622,299,3,7475.8,0,22427.4
10870,3622,457,1,2498.8,20,1999.04
10871,3622,48,3,316.36,15,806.72
10872,3622,304,2,1897.71,10,3415.88
10873,3623,215,3,5841.08,0,17523.24
10874,3623,247,2,2157.02,5,4098.34
10875,3623,50,3,7411.7,10,20011.59
10876,3623,17,3,5309.95,10,14336.86
10877,3623,299,3,7475.8,10,20184.66
10878,3624,71,3,2617.25,20,6281.4
10879,3624,407,2,1304.86,0,2609.72
10880,3624,190,2,4994.94,15,8491.4
10881,3624,285,2,758.92,0,1517.84
10882,3624,15,3,3042.85,15,7759.27
10883,3625,374,1,1802.67,10,1622.4
10884,3625,384,3,4751.88,20,11404.51
10885,3625,37,3,4632.2,10,12506.94
10886,3626,454,1,2438.4,5,2316.48
10887,3627,236,3,4408.04,20,10579.3
10888,3627,121,1,5227.39,5,4966.02
10889,3627,64,2,1425.78,0,2851.56
10890,3627,33,1,6326.06,20,5060.85
10891,3627,231,3,4575.63,15,11667.86
10892,3628,405,1,3464.26,10,3117.83
10893,3628,84,3,1771.92,0,5315.76
10894,3628,393,1,2875.73,15,2444.37
10895,3628,271,2,1157.82,5,2199.86
10896,3628,111,2,1792.47,10,3226.45
10897,3629,451,2,1588.53,15,2700.5
10898,3629,215,3,5841.08,0,17523.24
