order_id,customer_id,order_date,payment_method,order_status
6210,116,2023-11-01,COD,Cancelled
6211,7991,2025-07-28,COD,Shipped
6212,2424,2023-01-08,Wallet,Delivered
6213,5712,2025-12-15,Credit Card,Cancelled
6214,1158,2023-06-13,UPI,Shipped
6215,1215,2024-07-14,Credit Card,Shipped
6216,9142,2025-11-23,UPI,Cancelled
6217,6527,2024-12-06,Debit Card,Shipped
6218,1792,2024-11-07,Debit Card,Returned
6219,463,2025-04-23,COD,Returned
6220,9010,2023-05-21,Wallet,Returned
6221,3407,2024-07-23,COD,Delivered
6222,8122,2023-06-28,Wallet,Cancelled
6223,7257,2023-03-26,Wallet,Delivered
6224,9383,2023-02-16,Credit Card,Delivered
6225,1488,2025-02-10,Wallet,Returned
6226,7406,2023-09-18,Credit Card,Returned
6227,3760,2023-05-15,UPI,Cancelled
6228,3882,2023-02-17,UPI,Cancelled
6229,7405,2024-02-27,UPI,Cancelled
6230,8330,2025-11-23,Debit Card,Delivered
6231,8175,2025-06-15,Wallet,Cancelled
6232,8667,2024-06-20,Credit Card,Cancelled
6233,8693,2023-01-27,Debit Card,Shipped
6234,574,2023-10-03,Debit Card,Shipped
6235,8640,2023-07-25,Debit Card,Shipped
6236,9478,2024-05-25,Debit Card,Shipped
6237,5425,2025-02-01,UPI,Cancelled
6238,4590,2025-10-23,UPI,Delivered
6239,6125,2025-07-02,Debit Card,Shipped
6240,679,2025-09-13,COD,Shipped
6241,4283,2025-05-21,Debit Card,Shipped
6242,1562,2023-03-08,COD,Delivered
6243,7151,2025-08-12,Credit Card,Cancelled
6244,1566,2025-01-16,Credit Card,Delivered
6245,6726,2023-05-24,Debit Card,Cancelled
6246,539,2024-11-15,Wallet,Delivered
6247,6258,2025-06-21,Debit Card,Delivered
6248,7471,2025-01-07,Credit Card,Returned
6249,3951,2024-05-23,Wallet,Delivered
6250,7795,2024-04-06,Debit Card,Returned
6251,531,2024-05-17,COD,Shipped
6252,8336,2023-02-17,COD,Cancelled
6253,5445,2025-12-07,Debit Card,Delivered
6254,1609,2023-05-10,Credit Card,Returned
6255,350,2023-07-18,UPI,Cancelled
6256,1604,2025-07-12,UPI,Shipped
6257,213,2025-04-06,Credit Card,Shipped
6258,7651,2025-06-07,Debit Card,Cancelled
6259,2839,2024-10-20,Wallet,Cancelled
6260,2663,2024-03-25,Debit Card,Returned
6261,711,2023-07-18,UPI,Delivered
6262,648,2023-11-04,Debit Card,Cancelled
6263,5525,2024-01-02,Credit Card,Cancelled
6264,6012,2024-12-01,COD,Shipped
6265,7436,2025-01-27,Wallet,Returned
6266,4860,2025-10-08,Debit Card,Shipped
6267,1251,2025-06-11,Credit Card,Cancelled
6268,1982,2025-06-03,UPI,Cancelled
6269,2375,2023-07-17,Credit Card,Cancelled
6270,9201,2025-03-18,Credit Card,Returned
6271,9852,2023-08-17,Debit Card,Delivered
6272,3221,2025-11-08,Credit Card,Delivered
6273,4067,2024-01-12,Credit Card,Returned
6274,4906,2023-02-23,Wallet,Cancelled
6275,8198,2023-07-21,Debit Card,Cancelled
6276,2974,2023-05-24,COD,Shipped
6277,3764,2024-10-15,Credit Card,Returned
6278,3048,2023-09-22,Debit Card,Cancelled
6279,5117,2025-03-04,Credit Card,Cancelled
6280,9507,2023-09-22,Credit Card,Cancelled
6281,8789,2025-06-23,COD,Cancelled
6282,129,2025-01-14,COD,Cancelled
6283,4967,2025-02-22,Credit Card,Delivered
6284,2176,2025-05-09,COD,Cancelled
6285,2255,2023-09-19,Credit Card,Shipped
6286,456,2023-11-23,Credit Card,Delivered
6287,5022,2024-08-05,Debit Card,Cancelled
6288,5241,2023-01-22,Credit Card,Shipped
6289,9336,2025-12-01,Credit Card,Cancelled
6290,8118,2025-10-27,Credit Card,Returned
6291,649,2025-04-22,Wallet,Cancelled
6292,7499,2025-04-11,Credit Card,Returned
6293,720,2025-09-07,Credit Card,Returned
6294,9482,2024-09-05,COD,Delivered
6295,3758,2025-03-28,COD,Shipped
6296,4075,2025-11-25,Wallet,Cancelled
6297,9678,2023-12-14,UPI,Cancelled
6298,1509,2025-06-26,UPI,Delivered
6299,701,2025-06-22,Debit Card,Returned
6300,7055,2025-01-13,Credit Card,Returned
6301,6923,2023-04-08,UPI,Cancelled
6302,6171,2025-01-26,UPI,Returned
6303,4196,2023-06-06,UPI,Delivered
6304,1083,2023-09-20,Credit Card,Delivered
6305,7300,2023-10-26,Debit Card,Cancelled
6306,3388,2023-10-10,Credit Card,Returned
6307,3087,2025-05-10,UPI,Cancelled
6308,4212,2023-11-03,Debit Card,Shipped
6309,9226,2023-09-17,COD,Shipped
6310,4004,2025-01-21,Wallet,Cancelled
6311,1830,2024-03-04,Wallet,Cancelled
6312,2039,2025-11-11,Credit Card,Cancelled
6313,4267,2025-09-19,Wallet,Returned
6314,176,2024-01-28,Credit Card,Returned
6315,4891,2023-07-27,Credit Card,Shipped
6316,6920,2023-06-01,Wallet,Cancelled
6317,1439,2023-07-04,Credit Card,Delivered
6318,1708,2025-11-15,Debit Card,Shipped
6319,9939,2025-05-17,UPI,Cancelled
6320,1103,2023-04-04,COD,Shipped
6321,6989,2024-01-14,Debit Card,Delivered
6322,9842,2025-08-05,Debit Card,Returned
6323,1543,2023-07-17,Wallet,Returned
6324,2359,2024-04-15,UPI,Returned
6325,6039,2024-07-18,Wallet,Shipped
6326,2212,2024-11-24,UPI,Delivered
6327,8744,2023-11-23,Wallet,Returned
6328,1574,2025-04-10,Wallet,Cancelled
6329,8841,2024-12-24,UPI,Returned
6330,1519,2024-03-09,Credit Card,Delivered
6331,3934,2024-04-16,Credit Card,Cancelled
6332,4495,2023-05-11,Credit Card,Returned
6333,4505,2024-08-23,COD,Cancelled
6334,969,2025-05-21,COD,Cancelled
6335,6901,2023-10-01,COD,Returned
6336,4668,2023-09-26,Wallet,Returned
6337,1039,2023-04-19,Wallet,Shipped
6338,3964,2024-08-07,UPI,Returned
6339,1804,2024-10-16,COD,Shipped
6340,8031,2025-12-08,UPI,Shipped
6341,3427,2023-03-11,Debit Card,Shipped
6342,5519,2023-03-14,Debit Card,Returned
6343,4446,2024-12-11,Credit Card,Shipped
6344,9573,2025-10-21,COD,Returned
6345,5113,2024-06-26,UPI,Delivered
6346,1074,2024-04-07,UPI,Delivered
6347,9944,2024-06-03,Credit Card,Shipped
6348,4714,2025-01-06,Credit Card,Returned
6349,9470,2023-09-28,COD,Delivered
6350,8466,2023-11-03,Wallet,Delivered
6351,9957,2023-05-27,Wallet,Cancelled
6352,6302,2024-08-26,COD,Returned
6353,6920,2023-06-22,Debit Card,Shipped
6354,8938,2024-06-25,Credit Card,Cancelled
6355,210,2023-02-21,UPI,Delivered
6356,2165,2024-08-01,COD,Cancelled
6357,4274,2023-12-05,Wallet,Cancelled
6358,9212,2023-10-15,UPI,Delivered
6359,1013,2025-07-08,UPI,Delivered
6360,5130,2024-03-18,Debit Card,Shipped
6361,7295,2023-12-21,Debit Card,Returned
6362,7746,2023-11-27,COD,Shipped
6363,8939,2024-10-05,UPI,Returned
6364,6867,2024-03-04,Wallet,Shipped
6365,8336,2024-12-19,Debit Card,Returned
6366,7111,2025-11-12,Credit Card,Delivered
6367,5488,2025-06-27,Credit Card,Delivered
6368,9152,2024-01-22,UPI,Returned
6369,7729,2024-09-02,COD,Shipped
6370,8813,2024-10-05,Wallet,Returned
6371,2081,2023-04-16,UPI,Delivered
6372,9460,2024-02-10,Wallet,Shipped
6373,2311,2025-12-01,Wallet,Shipped
6374,7580,2023-01-15,Wallet,Delivered
6375,8278,2023-11-14,UPI,Delivered
6376,1769,2025-09-08,UPI,Cancelled
6377,9459,2024-06-28,COD,Delivered
6378,7192,2023-01-22,Wallet,Delivered
6379,3384,2023-12-17,UPI,Delivered
6380,9686,2025-09-05,Debit Card,Delivered
6381,1140,2023-01-20,UPI,Returned
6382,5708,2024-05-22,COD,Shipped
6383,7258,2023-06-20,COD,Returned
6384,6338,2023-04-19,Debit Card,Shipped
6385,9819,2024-10-21,COD,Cancelled
6386,6031,2023-09-11,Credit Card,Returned
6387,238,2024-09-21,COD,Delivered
6388,7167,2023-12-05,Wallet,Returned
6389,8448,2025-01-06,COD,Returned
6390,3531,2025-12-16,UPI,Cancelled
6391,448,2024-10-19,Debit Card,Cancelled
6392,3103,2024-04-06,Credit Card,Cancelled
6393,8048,2024-07-24,Wallet,Delivered
6394,1421,2023-02-02,COD,Delivered
6395,6905,2023-11-07,UPI,Delivered
6396,4621,2025-12-04,COD,Shipped
6397,710,2025-03-10,Debit Card,Delivered
6398,4204,2025-11-23,Wallet,Shipped
6399,5209,2025-06-13,Credit Card,Cancelled
6400,1698,2025-02-28,Credit Card,Cancelled
6401,843,2025-05-19,Credit Card,Shipped
6402,157,2025-08-26,Credit Card,Returned
6403,1396,2023-03-16,Debit Card,Shipped
6404,593,2025-04-21,Wallet,Returned
6405,743,2025-10-25,COD,Cancelled
6406,3746,2023-07-07,Wallet,Shipped
6407,7094,2023-08-04,Credit Card,Shipped
6408,6824,2024-01-16,UPI,Returned
6409,4035,2024-08-24,UPI,Delivered
6410,1531,2024-02-03,Debit Card,Delivered
6411,4437,2023-12-09,COD,Cancelled
6412,3125,2025-04-16,Wallet,Cancelled
6413,7662,2024-01-27,Wallet,Returned
6414,2562,2025-05-27,UPI,Cancelled
6415,9392,2024-02-04,COD,Delivered
6416,3061,2025-11-07,Wallet,Delivered
6417,8129,2024-11-22,COD,Cancelled
6418,4860,2023-01-16,Debit Card,Delivered
6419,2804,2024-01-25,UPI,Delivered
6420,1005,2024-09-06,UPI,Cancelled
6421,6753,2023-06-28,Credit Card,Delivered
6422,9987,2024-03-06,UPI,Returned
6423,1920,2025-09-23,UPI,Returned
6424,20,2023-05-04,Credit Card,Shipped
6425,3990,2023-06-04,UPI,Shipped
6426,7744,2025-06-17,COD,Returned
6427,5666,2025-10-22,Debit Card,Returned
6428,3812,2025-12-12,UPI,Delivered
6429,198,2023-04-13,UPI,Shipped
6430,1537,2025-10-28,COD,Returned
6431,930,2025-04-07,COD,Shipped
6432,5273,2024-12-26,Credit Card,Delivered
6433,8662,2025-04-26,UPI,Shipped
6434,1351,2024-02-08,Credit Card,Cancelled
6435,499,2023-02-17,Debit Card,Returned
6436,4857,2023-06-07,COD,Shipped
6437,6593,2023-12-26,Credit Card,Shipped
6438,8911,2023-10-07,Debit Card,Shipped
6439,531,2023-12-12,UPI,Shipped
6440,5080,2023-04-10,Wallet,Shipped
6441,7616,2023-10-07,Debit Card,Cancelled
6442,8433,2023-04-27,COD,Cancelled
6443,4895,2025-10-13,UPI,Cancelled
6444,5596,2023-02-27,Credit Card,Shipped
6445,2595,2023-04-09,Debit Card,Delivered
6446,5730,2023-04-02,COD,Shipped
6447,4058,2023-08-21,Debit Card,Returned
6448,8171,2023-05-22,Debit Card,Cancelled
6449,3851,2024-01-07,Wallet,Cancelled
6450,6860,2023-04-05,Credit Card,Shipped
6451,7742,2023-05-10,COD,Shipped
6452,7594,2023-07-09,Debit Card,Shipped
6453,3072,2024-06-23,UPI,Cancelled
6454,8322,2023-12-13,COD,Delivered
6455,1037,2023-06-03,COD,Shipped
6456,8698,2024-02-19,Credit Card,Cancelled
6457,6784,2024-05-13,COD,Cancelled
6458,5301,2023-02-16,Credit Card,Delivered
6459,5741,2024-05-08,UPI,Cancelled
6460,3831,2023-11-26,UPI,Returned
6461,9416,2023-08-18,Credit Card,Delivered
6462,2917,2025-01-20,COD,Shipped
6463,8515,2023-12-03,COD,Delivered
6464,3198,2024-06-05,COD,Delivered
6465,1322,2023-11-03,Debit Card,Shipped
6466,2422,2024-02-14,COD,Cancelled
6467,9585,2025-10-27,Debit Card,Returned
6468,3211,2024-03-03,Wallet,Shipped
6469,3526,2023-03-16,Credit Card,Delivered
6470,3666,2024-08-12,Wallet,Shipped
6471,9607,2023-09-04,Credit Card,Returned
6472,353,2024-10-14,UPI,Delivered
6473,5508,2025-06-07,Debit Card,Cancelled
6474,5006,2024-08-21,UPI,Returned
6475,887,2024-11-10,COD,Delivered
6476,6439,2025-08-20,Wallet,Shipped
6477,6444,2023-02-05,Credit Card,Shipped
6478,6522,2024-07-06,Debit Card,Shipped
6479,5076,2023-09-22,Credit Card,Shipped
6480,6582,2023-03-05,UPI,Cancelled
6481,4846,2025-11-17,Wallet,Cancelled
6482,2609,2023-12-03,UPI,Returned
6483,4645,2023-07-09,Credit Card,Shipped
6484,2829,2025-04-11,UPI,Cancelled
6485,9279,2025-05-16,Debit Card,Shipped
6486,2311,2025-02-16,Wallet,Shipped
6487,3456,2025-01-25,Credit Card,Shipped
6488,666,2023-07-20,Credit Card,Cancelled
6489,2624,2024-11-03,Credit Card,Shipped
6490,2034,2024-02-18,Credit Card,Cancelled
6491,5629,2024-03-09,Wallet,Cancelled
6492,1841,2023-07-17,Wallet,Returned
6493,4307,2024-08-25,Wallet,Delivered
6494,7779,2024-04-20,Credit Card,Returned
6495,8563,2025-12-15,UPI,Cancelled
6496,7507,2023-09-07,COD,Shipped
6497,5098,2023-08-17,Wallet,Returned
6498,6029,2024-03-24,UPI,Shipped
6499,5928,2025-05-13,Credit Card,Cancelled
6500,3765,2024-06-27,Debit Card,Delivered
6501,5468,2025-06-16,Credit Card,Returned
6502,9823,2023-09-27,Credit Card,Returned
6503,2986,2025-03-20,Debit Card,Cancelled
6504,2924,2024-04-21,Debit Card,Shipped
6505,7078,2023-05-28,COD,Shipped
6506,412,2024-05-03,Credit Card,Delivered
6507,5088,2025-06-10,Wallet,Cancelled
6508,1595,2024-05-08,UPI,Delivered
6509,4182,2024-12-10,Debit Card,Cancelled
6510,4609,2025-08-21,Wallet,Shipped
6511,7084,2023-08-04,UPI,Shipped
6512,8593,2025-01-28,COD,Returned
6513,3761,2023-07-10,Debit Card,Returned
6514,6599,2024-01-03,Credit Card,Returned
6515,6720,2025-07-24,Debit Card,Cancelled
6516,475,2024-03-17,UPI,Returned
6517,2147,2025-02-01,Credit Card,Returned
6518,1538,2025-07-11,UPI,Shipped
6519,4977,2023-03-26,Debit Card,Delivered
6520,7573,2023-06-24,COD,Delivered
6521,5878,2023-06-13,Debit Card,Cancelled
6522,8491,2023-10-13,Debit Card,Shipped
6523,2402,2024-02-16,Wallet,Returned
6524,9141,2025-11-04,COD,Returned
6525,4208,2024-09-15,Credit Card,Delivered
6526,170,2025-05-09,UPI,Cancelled
6527,5188,2023-09-09,Wallet,Delivered
6528,5730,2024-06-22,Credit Card,Delivered
6529,624,2025-01-12,Wallet,Returned
6530,9073,2025-05-05,Wallet,Delivered
6531,3790,2024-04-23,Wallet,Shipped
6532,2823,2024-05-24,UPI,Cancelled
6533,4972,2023-11-28,UPI,Delivered
6534,2967,2023-07-14,COD,Cancelled
6535,8122,2024-09-04,UPI,Delivered
6536,5114,2025-03-23,UPI,Returned
6537,3104,2024-08-01,Debit Card,Cancelled
6538,7128,2024-08-08,Credit Card,Shipped
6539,6743,2023-01-04,UPI,Returned
6540,9482,2025-10-26,Credit Card,Cancelled
6541,5139,2023-02-21,Credit Card,Shipped
6542,2551,2023-03-10,Debit Card,Cancelled
6543,543,2023-01-10,Debit Card,Returned
6544,1752,2025-11-20,Credit Card,Returned
6545,9279,2023-11-28,Wallet,Shipped
6546,1442,2024-02-01,Wallet,Cancelled
6547,160,2025-06-14,Credit Card,Cancelled
6548,102,2023-10-02,UPI,Shipped
6549,6563,2024-10-06,Wallet,Shipped
6550,9433,2025-05-13,Credit Card,Returned
6551,3494,2023-04-05,UPI,Shipped
6552,1616,2025-03-10,Wallet,Cancelled
6553,1176,2025-02-03,Credit Card,Returned
6554,2767,2023-07-16,Debit Card,Cancelled
6555,5144,2023-06-01,Credit Card,Cancelled
6556,4020,2025-04-11,Debit Card,Cancelled
6557,2291,2024-08-23,Wallet,Shipped
6558,5705,2023-06-04,COD,Delivered
6559,6643,2024-04-22,Debit Card,Delivered
6560,4230,2023-03-14,Debit Card,Returned
6561,7020,2024-07-01,COD,Returned
6562,2226,2024-08-14,Debit Card,Cancelled
6563,3836,2024-10-21,UPI,Returned
6564,1396,2023-12-01,Credit Card,Shipped
6565,6381,2025-07-25,Wallet,Delivered
6566,483,2025-10-15,Credit Card,Cancelled
6567,325,2023-09-08,Wallet,Returned
6568,899,2025-02-03,Wallet,Cancelled
6569,1103,2025-05-25,Debit Card,Returned
6570,4252,2024-07-28,Credit Card,Returned
6571,5417,2025-05-08,UPI,Shipped
6572,5244,2025-06-09,COD,Cancelled
6573,5203,2024-06-09,Wallet,Cancelled
6574,1107,2023-10-08,COD,Cancelled
6575,5379,2025-03-08,Debit Card,Returned
6576,7491,2025-09-02,Wallet,Returned
6577,2979,2023-07-02,Credit Card,Delivered
6578,4875,2025-12-11,UPI,Delivered
6579,5799,2024-01-04,COD,Cancelled
6580,7909,2025-03-19,Wallet,Delivered
6581,1860,2024-09-03,COD,Delivered
6582,131,2023-02-03,Wallet,Cancelled
6583,9401,2025-09-21,UPI,Cancelled
6584,935,2024-05-12,COD,Cancelled
6585,6985,2024-01-08,Debit Card,Shipped
6586,3531,2025-06-15,Credit Card,Shipped
6587,5246,2023-11-01,UPI,Shipped
6588,4018,2024-06-25,Credit Card,Delivered
6589,9727,2025-07-01,Debit Card,Cancelled
6590,5699,2023-11-12,Credit Card,Returned
6591,9825,2024-04-21,Wallet,Cancelled
6592,3272,2024-10-09,UPI,Cancelled
6593,7948,2024-09-24,Credit Card,Cancelled
6594,7512,2025-09-09,Wallet,Shipped
6595,4436,2024-01-22,UPI,Cancelled
6596,243,2024-09-06,Wallet,Shipped
6597,8015,2023-03-17,UPI,Delivered
6598,8483,2025-12-25,COD,Returned
6599,8166,2024-10-06,COD,Delivered
6600,6821,2024-10-04,Debit Card,Cancelled
6601,4134,2023-01-26,Credit Card,Returned
6602,9307,2024-01-16,UPI,Returned
6603,6753,2025-06-25,Credit Card,Returned
6604,4407,2025-06-01,COD,Delivered
6605,5744,2025-06-08,Credit Card,Delivered
6606,3999,2024-01-28,Credit Card,Cancelled
6607,5698,2023-12-16,COD,Returned
6608,2595,2025-08-25,Credit Card,Shipped
6609,7848,2024-06-04,Credit Card,Cancelled
6610,2950,2025-05-21,Credit Card,Cancelled
6611,4523,2025-11-25,Credit Card,Delivered
6612,399,2023-09-08,Wallet,Cancelled
6613,5254,2025-09-23,Debit Card,Cancelled
6614,1099,2023-08-03,Debit Card,Returned
6615,419,2023-06-26,COD,Shipped
6616,2718,2025-06-14,UPI,Cancelled
6617,7274,2024-09-28,Wallet,Returned
6618,5211,2023-04-13,UPI,Cancelled
6619,6412,2023-03-11,UPI,Delivered
6620,7157,2025-05-11,UPI,Delivered
6621,6264,2024-05-06,Wallet,Cancelled
6622,8397,2025-08-18,Credit Card,Shipped
6623,7535,2023-06-23,Wallet,Shipped
6624,6902,2023-06-22,Wallet,Delivered
6625,8261,2024-04-14,UPI,Returned
6626,126,2023-05-19,Debit Card,Shipped
6627,2207,2025-05-26,Wallet,Shipped
6628,1689,2023-01-01,Wallet,Shipped
6629,5846,2024-07-15,Wallet,Cancelled
6630,7019,2025-12-04,Wallet,Returned
6631,9882,2025-02-17,COD,Shipped
6632,8752,2025-08-07,UPI,Cancelled
6633,9692,2024-01-03,COD,Returned
6634,4850,2024-09-26,Wallet,Delivered
6635,201,2023-02-05,COD,Cancelled
6636,571,2024-01-07,COD,Cancelled
6637,5080,2023-03-05,Credit Card,Delivered
6638,4296,2023-03-21,Credit Card,Returned
6639,9467,2025-01-17,Debit Card,Delivered
6640,2411,2025-04-14,COD,Shipped
6641,3036,2025-07-22,Credit Card,Cancelled
6642,4157,2024-03-26,UPI,Shipped
6643,1210,2025-05-16,COD,Cancelled
6644,214,2024-09-24,COD,Shipped
6645,2911,2025-02-13,COD,Cancelled
6646,3298,2025-10-27,UPI,Shipped
6647,9923,2023-01-03,UPI,Shipped
6648,2258,2023-07-11,Wallet,Delivered
6649,1517,2023-02-08,Debit Card,Returned
6650,2755,2025-06-25,Debit Card,Cancelled
6651,8483,2024-09-15,Debit Card,Returned
6652,8178,2023-11-06,Debit Card,Shipped
6653,7189,2023-02-22,Credit Card,Returned
6654,625,2023-12-15,Wallet,Returned
6655,3060,2025-08-07,UPI,Returned
6656,824,2023-02-07,COD,Delivered
6657,1300,2024-12-06,UPI,Cancelled
6658,7553,2024-11-23,Debit Card,Returned
6659,5948,2024-05-10,Credit Card,Returned
6660,9413,2024-03-01,Wallet,Delivered
6661,5635,2023-09-15,COD,Returned
6662,5537,2023-02-07,Credit Card,Cancelled
6663,316,2023-06-14,Debit Card,Delivered
6664,2733,2025-09-14,UPI,Cancelled
6665,9516,2024-01-11,Credit Card,Delivered
6666,7578,2025-10-26,COD,Shipped
6667,800,2024-06-05,Credit Card,Shipped
6668,4289,2024-12-25,Credit Card,Returned
6669,7533,2024-12-23,COD,Cancelled
6670,5470,2024-01-07,Wallet,Shipped
6671,552,2025-08-06,UPI,Shipped
6672,6873,2025-06-02,UPI,Delivered
6673,990,2024-11-24,Credit Card,Shipped
6674,9035,2025-08-17,COD,Delivered
6675,8972,2024-06-05,Credit Card,Delivered
6676,9234,2024-10-28,Wallet,Shipped
6677,3161,2024-11-15,UPI,Cancelled
6678,568,2024-07-02,COD,Returned
6679,6780,2023-09-28,UPI,Returned
6680,1565,2025-03-12,COD,Shipped
6681,8433,2025-11-13,UPI,Returned
6682,3842,2024-12-03,COD,Delivered
6683,9229,2024-10-19,Credit Card,Shipped
6684,4535,2025-09-19,Wallet,Delivered
6685,3382,2024-11-22,Wallet,Delivered
6686,3887,2025-07-25,Wallet,Delivered
6687,8294,2025-02-09,Wallet,Cancelled
6688,9710,2025-08-01,UPI,Returned
6689,3914,2025-01-03,COD,Returned
6690,7459,2024-06-15,COD,Cancelled
6691,8848,2024-04-11,COD,Delivered
6692,8325,2024-03-27,COD,Cancelled
6693,1642,2024-05-01,COD,Returned
6694,421,2025-10-21,Wallet,Delivered
6695,5417,2024-01-28,Wallet,Shipped
6696,7399,2023-02-19,Wallet,Shipped
6697,9131,2025-11-14,Credit Card,Shipped
6698,8234,2024-07-01,Wallet,Shipped
6699,6310,2024-06-16,Credit Card,Cancelled
6700,3903,2023-07-08,Credit Card,Delivered
6701,3787,2024-02-12,COD,Shipped
6702,5278,2024-09-28,Debit Card,Cancelled
6703,2004,2025-04-26,Wallet,Delivered
6704,4848,2023-09-22,Wallet,Shipped
6705,5859,2023-02-05,COD,Cancelled
6706,4533,2023-09-03,Debit Card,Delivered
6707,7816,2024-04-17,COD,Shipped
6708,5390,2023-10-19,Debit Card,Delivered
6709,3100,2024-02-09,COD,Delivered
6710,9451,2025-12-27,Credit Card,Cancelled
6711,6990,2023-03-10,Credit Card,Shipped
6712,8551,2024-06-21,Debit Card,Cancelled
6713,5644,2024-12-06,COD,Returned
6714,5506,2024-06-20,COD,Shipped
6715,5299,2025-07-08,Credit Card,Delivered
6716,7614,2025-06-18,Debit Card,Cancelled
6717,3994,2025-05-12,Debit Card,Shipped
6718,4053,2023-10-07,Wallet,Returned
6719,2503,2023-02-07,COD,Returned
6720,851,2024-09-17,Credit Card,Shipped
6721,3717,2024-04-25,UPI,Cancelled
6722,5985,2024-03-16,UPI,Shipped
6723,5864,2024-09-12,UPI,Delivered
6724,3807,2025-04-23,COD,Delivered
6725,8529,2025-11-15,COD,Shipped
6726,4099,2023-11-04,COD,Cancelled
6727,5476,2023-03-22,UPI,Cancelled
6728,4026,2024-05-04,Debit Card,Returned
6729,6083,2025-06-22,Debit Card,Shipped
6730,5325,2023-06-18,COD,Returned
6731,1858,2024-12-02,COD,Cancelled
6732,9236,2025-03-23,COD,Shipped
6733,1414,2025-02-18,Debit Card,Cancelled
6734,4770,2023-01-19,Debit Card,Cancelled
6735,7729,2024-10-15,Credit Card,Delivered
6736,4526,2025-04-10,Debit Card,Shipped
6737,9561,2025-06-18,Wallet,Cancelled
6738,9789,2023-09-11,Credit Card,Delivered
6739,8150,2025-03-16,Debit Card,Shipped
6740,9344,2025-04-16,UPI,Cancelled
6741,1621,2025-09-02,UPI,Delivered
6742,9802,2024-02-12,Credit Card,Returned
6743,3963,2025-04-20,Credit Card,Cancelled
6744,2002,2024-07-21,Credit Card,Returned
6745,6267,2023-10-03,UPI,Shipped
6746,7640,2024-10-21,UPI,Returned
6747,9313,2024-09-28,COD,Cancelled
6748,7215,2023-09-17,UPI,Delivered
6749,7715,2023-10-03,Credit Card,Returned
6750,7695,2025-03-27,Credit Card,Delivered
6751,2053,2025-05-28,COD,Shipped
6752,2723,2024-11-25,COD,Shipped
6753,8915,2025-01-10,Wallet,Cancelled
6754,5659,2024-12-07,Debit Card,Cancelled
6755,2728,2025-05-04,Credit Card,Delivered
6756,8053,2024-07-16,COD,Delivered
6757,3980,2023-05-26,UPI,Shipped
6758,1920,2025-11-16,COD,Shipped
6759,2132,2023-08-28,Wallet,Returned
6760,9417,2023-04-09,Credit Card,Cancelled
6761,5061,2024-12-19,Credit Card,Shipped
6762,7127,2024-06-10,UPI,Delivered
6763,986,2023-06-27,Wallet,Shipped
6764,5076,2024-02-24,Debit Card,Cancelled
6765,6008,2024-08-23,Credit Card,Delivered
6766,5256,2023-07-22,COD,Cancelled
6767,7111,2023-10-18,COD,Shipped
6768,5338,2023-06-27,Debit Card,Returned
6769,8585,2024-10-20,COD,Shipped
6770,8622,2024-05-25,Credit Card,Delivered
6771,9854,2024-04-02,Wallet,Cancelled
6772,9190,2023-10-24,COD,Delivered
6773,1797,2025-09-07,UPI,Returned
6774,9389,2025-10-12,COD,Delivered
6775,7066,2024-11-18,UPI,Returned
6776,2247,2024-01-14,Wallet,Returned
6777,6431,2023-12-13,UPI,Cancelled
6778,3932,2023-05-10,Credit Card,Returned
6779,2022,2023-09-27,Credit Card,Cancelled
6780,2195,2024-12-14,COD,Returned
6781,9917,2023-02-10,UPI,Returned
6782,5480,2025-01-18,Credit Card,Delivered
6783,2078,2025-11-27,COD,Shipped
6784,3610,2024-09-08,COD,Delivered
6785,5480,2025-09-23,Debit Card,Shipped
6786,4058,2023-02-13,UPI,Shipped
6787,5197,2024-09-16,Credit Card,Returned
6788,7696,2025-06-28,Credit Card,Shipped
6789,1804,2025-09-12,COD,Returned
6790,6319,2023-01-06,Wallet,Delivered
6791,3270,2023-09-05,Debit Card,Delivered
6792,8575,2023-06-13,Debit Card,Cancelled
6793,9508,2025-11-18,Wallet,Cancelled
6794,6621,2023-11-08,UPI,Delivered
6795,760,2023-04-03,Credit Card,Cancelled
6796,7982,2024-10-14,Wallet,Delivered
6797,1384,2024-10-04,Debit Card,Shipped
6798,559,2025-11-06,COD,Shipped
6799,3088,2025-01-02,Credit Card,Delivered
6800,7747,2024-01-20,Debit Card,Cancelled
6801,8926,2023-03-12,COD,Cancelled
6802,9032,2024-10-28,Wallet,Shipped
6803,605,2024-08-18,Debit Card,Delivered
6804,1512,2023-07-24,UPI,Delivered
6805,3492,2024-09-23,Debit Card,Delivered
6806,390,2024-09-15,UPI,Delivered
6807,6409,2023-10-28,Debit Card,Shipped
6808,4798,2025-02-27,Wallet,Delivered
6809,1139,2024-05-08,Credit Card,Shipped
6810,4818,2023-07-07,Wallet,Shipped
6811,8908,2024-01-21,COD,Cancelled
6812,4120,2025-02-01,Credit Card,Returned
6813,7295,2025-07-22,COD,Returned
6814,4498,2025-01-17,Wallet,Delivered
6815,9366,2023-07-28,UPI,Shipped
6816,1905,2023-10-09,Wallet,Shipped
6817,1501,2023-10-18,Credit Card,Delivered
6818,9823,2023-11-27,Credit Card,Delivered
6819,2598,2023-09-18,COD,Returned
6820,6221,2023-08-27,Debit Card,Shipped
6821,6598,2025-10-10,Credit Card,Shipped
6822,822,2025-01-25,COD,Shipped
6823,7255,2025-07-12,Wallet,Delivered
